,Bone-Marrow_17,Bone-Marrow_1,unassigned,Bone-Marrow_10,Bone-Marrow_6,Bone-Marrow_13,Bone-Marrow_5,Bone-Marrow_4,Bone-Marrow_9,Bone-Marrow_8,Bone-Marrow_2,Bone-Marrow_7,Bone-Marrow_3,Bone-Marrow_11,Bone-Marrow_12,Bone-Marrow_16,Bone-Marrow_15,Bone-Marrow_14,Bone-Marrow_c-kit_8,Bone-Marrow_c-kit_10,Bone-Marrow_c-kit_3,Bone-Marrow_c-kit_16,Bone-Marrow_c-kit_6,Bone-Marrow_c-kit_12,Bone-Marrow_c-kit_5,Bone-Marrow_c-kit_9,Bone-Marrow_c-kit_19,Bone-Marrow_c-kit_11,Bone-Marrow_c-kit_1,Bone-Marrow_c-kit_7,Bone-Marrow_c-kit_17,Bone-Marrow_c-kit_2,Bone-Marrow_c-kit_15,Bone-Marrow_c-kit_18,Bone-Marrow_c-kit_14,Bone-Marrow_c-kit_13,Bone-Marrow_c-kit_4
Mirt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmp8,0,0,0,0,0,0,0,0,0,0,2.84975864151339,0,2.81888454407252,0.603346654336246,0,0.350973717527843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22625052474213,0,0
Mmp9,0,0,0,0,0,0,0,0,0,0,1.25608902391394,0,1.34111758744567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15330728866225,0,0
Mpeg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14850517030699,0,0,0,0,0,0,0,0,0,0,0,0,0.931774898472459,0,1.00299420596093,0,0,0,0
Mpo,3.93169358297747,0,1.51277290054549,1.52881743390406,1.20480897369697,1.07116178333209,1.53652396755186,4.0242660145687,0,2.17286523577351,1.27866301656002,0.622662121507331,1.46676326775195,1.19834740536052,1.02836104214438,1.01456998250776,1.78450499648715,0.876564092914692,1.33933695657802,1.24772929509171,4.14812326318334,1.24219076374847,1.70952848982066,2.61702574241033,3.4120598118981,2.27290888108655,2.00428210262596,1.46707231083371,3.13739461429552,3.85566661714749,1.85207313974962,4.16023285407386,1.77409581333215,3.03770096690685,1.66472663777767,1.61805119498629,1.89673982773869
Mrc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290008472735753,0,0,0,0,0,0
Ms4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.284709793713,0,0,0,0,0,0,0.86890691295474,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a3,2.23178759601566,0,0,1.09283036082904,0,0,0,2.11034941182929,0,0,0,0,0,0,0,0,0,0,0.633219382912232,0,2.08573356115785,0,1.00729373734671,1.13870975739052,0.954761822933863,0,0,0,1.56205000558308,2.2407512524524,0,1.47421951151429,0,1.40983193482779,0,0,0
Ms4a4b,0,0,0,0,0,1.56347475454283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a6c,0,0,0,0,0,0,1.53629609310835,0,0,0,0,0,0,0,1.32502371811883,0,0,0,0,0,0,0,0,0,0.829671913840026,0,0.884578708536501,0,0,0,0,0,0,0,0,0,0
Ms4a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a8a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mt-Cytb,2.36259012185305,1.00757316590776,0,1.49322557526046,0,1.69057324107725,1.97220240192177,2.25224637319622,2.15065159623639,2.27356935482272,0,2.22371099097746,0,1.69546884329041,1.37782836660361,1.1148105148494,1.72138647869079,2.01259597817026,1.20358433189659,2.69583706350469,2.49080485522752,2.45950011301075,1.74231550989709,2.19286771049067,2.6366028939969,2.61307261900369,2.12306684156666,2.57814354958632,1.75185205570652,2.60266714544702,2.40743429531785,1.64535152657313,1.92736599426216,2.35684695817825,1.00592056758512,2.46830103125667,1.2605347433357
mt-Nd1,2.3794864604762,0.954349332696897,0,1.36183412974489,0,1.76754778138876,1.99768791968706,2.14620375535832,2.30066821875839,2.21739278816134,0,2.16462849046266,0,1.58363764414953,1.53288681639415,1.48314060471764,1.48641073008193,1.81657263818543,1.1801969705693,2.7683487809619,2.42224318114514,2.75675305626164,1.69802146861328,2.15652745374797,2.61778346329168,2.44887829466381,2.22846841238271,2.53731475617849,2.14773014306569,2.5521080319978,2.48029872597836,1.74276699662406,1.98206425942266,2.57661720580334,1.21463207822855,2.54132510691306,1.20196796611027
mt-Nd2,1.18572960610412,0,0,0,0,0.993560231363748,0.880341747501836,0.986037598380681,1.1899285974652,1.04492490135706,0,1.11659088041635,0,0,0,0,0,1.35139074674662,0.689967236747153,1.92755506400377,1.48768041531894,1.81119533033639,0.972894904445587,1.48895622225687,1.71656905853132,1.7976064061,1.55569886254836,1.80966206990271,1.58656563090251,1.68590211844171,1.85515697667418,0,1.48683128478862,1.82521271803264,0,1.62677745423327,0
mt-Nd4,2.07732545805339,0.81331360035983,0,1.1872297691437,0,1.56774480826956,1.64535110195729,1.78038796729498,1.76038339469338,1.74941901782679,0,1.7010104855259,0,1.31030609887763,1.46183771041957,1.4780203479437,1.55291116232406,1.83868532164902,1.21132598186613,2.36377587136111,2.18493604256937,2.26836582924994,1.67369817442877,1.97881489186912,2.27957150296397,2.27797666064606,1.79698410154798,2.24776551803064,1.79505137389353,2.25081682768343,2.42856878222209,1.6622303313443,1.84893940319729,2.5114513273514,1.19045107759577,2.13326996116864,1.2068313285973
Mt1,0.885086927975627,0,0,0,0,0,0,0.806739589588747,0,0,0,0,0,0,0,0,0,0,0,1.55079803852654,1.07147617551294,0.807717723229865,0,0,0.308481330214464,0,0,0,0,1.18292147439541,0.819611839081313,0,0,0,0,0,0
Mxd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myl4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mzb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nfkbiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngp,1.7061007493148,6.66412261706345,6.24482270781322,6.13690154669134,6.6387648474187,4.10700453723895,2.64218667111557,2.6018921929441,2.3124797603301,2.59340237541639,6.38050868539666,2.9351800324114,4.67487925395198,4.32746631290122,3.40022796250521,5.38162645736742,3.2857874517129,3.63549000726554,6.26039444507422,1.78307699005148,1.98222555420187,1.83764091900126,6.03388241424443,1.79537323503143,1.89201518399909,2.28111307863783,2.31683739872456,2.46590879361847,4.77249996861379,1.63854753857264,2.37282837868216,5.17627432209189,2.2542869723839,2.64728000499928,6.02542817393524,2.86873525726298,6.40952078328633
Nkg7,2.01969503627559,0,0,0.736170826229334,0,1.29357498612,0,2.08675691047091,0,0,0,0,0,0,0,0,0,0,0,0,1.76568049439608,0,0.671787162291007,1.09003781742569,0.575315243106172,0,0,0.604713493506008,1.2959332554474,1.89783336168704,0,0,0,1.39981771561883,0,0,0
Npm1,1.1206532455712,0,0,0,0,0,0,0.604811510019646,1.05036790074242,1.37459729849073,0,0,0,0,0,0,0,0,0,2.03501935730989,0.995187396955566,1.536150373588,0,0.646397265830103,1.38804682077018,1.41448165206378,0,1.36078200312008,0,1.22070066475954,0,0,0,0.825680439582154,0,0.898002801696945,0
Nr4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nupr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oas2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oas3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oasl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osgin1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
