,unassigned,Fetal_Kidney_1,Fetal_Kidney_7,Kidney_1,Kidney_8,Kidney_6,Kidney_20,Kidney_4,Kidney_3,Kidney_10,Kidney_2,Kidney_11,Kidney_7,Kidney_23,Kidney_17,Kidney_9,Kidney_5,Kidney_26,Kidney_21,Kidney_18,Kidney_14,Kidney_12,Kidney_16,Kidney_22,Kidney_13,Kidney_24,Kidney_19,Kidney_28,Kidney_25,Fetal_Kidney_2,Kidney_15,Fetal_Kidney_5,Kidney_27,Kidney_29,Fetal_Kidney_3
4833439L19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581143841094196,0,0,0,0,0
Aadat,0,0,0,0,3.16397126003124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhd14b,0,0,1.36970598548404,0,0.8684873935968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acaa1b,0,0,0,1.266187782298,0,0,0,1.00014939098364,0,0,0,1.20244271236773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581143841094196,0,0,0,0,0.708349673845115
Acadm,0,0,0,0.942940441803741,2.57543541990322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07486147434639,0,0,0
Acsm2,0,0,0,0,0,1.01963294402535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581143841094196,0,0,0,0,0
Actb,0,0.503369562345662,0,0,0,0,1.34808809837542,1.96438022968329,0,1.34943336928824,0,0,0,0.878913255906626,0.754073911129908,0,0.650452721742196,0.773961833464669,0.786892904037118,2.28593474616752,1.34810470474508,1.08398302840908,0,1.82933012956693,1.35025396188915,2.64138802935424,1.41523913233251,0,2.19623922357738,0.757296135213056,1.3977777381808,0,1.13674140567104,1.4453717158875,0
Actg1,0,0.2735281017448,0,0,0,0,1.5120530868853,1.39348824265093,0,0,0,0,0.953059299062995,1.40065324078376,0.909761531212451,0,0.760105710093387,0,0,2.63905512086583,2.09597723680036,0,0,1.62921986038621,2.23760612236291,1.43890762000569,0.910001917767074,0,2.2071964427204,0,1.18100276510363,0,1.14418672152482,1.23124997591432,1.36747549265736
Acy3,0,0,1.36970598548404,0,1.51345514548371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0
Adamts1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57022964881672,0,0
Adgrf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696551734779822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adgrg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802030335101809,0,0,0,0,0,0,0,0.842634029658898,0,0
Adm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI314278,0,0,1.36970598548404,1.27378388265829,1.01889724590971,0,0,0,0,0,0,0.915612269525153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581143841094196,0,0,0,0,0
Aif1l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02258683402354,0,0,0,1.20348516579288,0,0,0,0,0,0,0,0,0,0
Akr1a1,1.48507351883366,2.21121316834508,2.52419833072507,2.82965666370419,1.39527208298833,2.26506429355346,1.15338801830205,2.08364428479781,0.959503138387145,1.21400513851021,0.64410603889367,2.06118358255605,0.790140792792323,0.500172966767178,0.929368805661082,0.885183706023079,0.653218536010059,1.42711883399616,0,1.07081181313997,0.789706154248731,1.49828398681701,1.24006869963561,1.09241715263554,1.01966007006859,0.883054174656603,0.710216365173017,0,0.971332679980814,1.0169847692034,0.879454875064453,1.07486147434639,0.842634029658898,1.23124997591432,0.764482633670386
Akr1b3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02258683402354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akr1c18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akr1c21,0.888215349422452,1.49330020207664,0,2.79735470481381,0,1.44152748613364,0,2.16508326522101,0,0,0,2.23982532792742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913841158506651,0,0,1.118531172935,0,1.07486147434639,0,0,0.764482633670386
Aldh2,0,0,0,1.09270559140511,0.583416432646014,0,0,0.792321361800919,0,0,0,0.68591138956185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782391548273937,0,0,0
Aldh9a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldob,2.1031016835346,2.32216711303642,3.77330346603179,4.21644316106377,3.50557017990234,3.50779840573892,0.500074695491819,3.63264692371223,0,1.47051088291115,0,3.57144143720148,0.518695830027794,0,0,0,0,2.22745556240315,0.916201623229076,0,0,2.21659592109617,2.04127815347903,0,0.955733182259158,0,1.51859539208892,0,0,1.48263010025412,1.12666878577652,1.6598967716114,1.00369882509967,1.30330139293421,1.8355825687653
Alox5ap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00506919908596,0,0,0,0,0,0,0,0,0
Ankrd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81645794916192,0,0
Anxa2,0,0.2735281017448,0,0,0,0,0,0,0,0,0,0,0,0.725212580053965,0,0,0,0,0,1.37704735520778,0,0,0,0,0,0,0,0,0,0,0,0,1.0890270636492,0,0
Anxa5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809918165865325,0,0,0.971998756642524,0,0,0,0,0,0,0,0,0,1.11058438782208,0,0.708349673845115
Apela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30268435371118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apoe,0,0.701576287497586,2.05947916407687,0,0,1.22743344540578,1.10860768618895,0,0,1.37245854548325,0,1.01523527228522,0,0,0,0,0,0,0,0,0,0,1.87605917432489,0,0,0,0,1.28685715703844,0,0.898764032480346,0,0,0,0,0
App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764482633670386
Aqp1,0,0,2.05947916407687,0,0,0,0,0,0,0,0,0.645207496596582,0,0,2.97723208941703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12849110890121,0,0,0,0
Aqp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.890990036305661,0,0,0,1.43595518148144,0,0,0,0,0,0,0,0,0,0
Aqp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991261307075988,0,0,0,0,0,0,0,0,0,0.708349673845115
Aqp6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94504484508576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764482633670386
Arl6ip1,0,0.2735281017448,0,0,0,0.449467453554324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697170929969329,0.347578326191202,0,0,0,0,0
Arpc1b,0,0,0,0,0,0,1.15845727177121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528103785130609,0,1.00454685395872,0,0,0,0,0,0,0,1.23124997591432,0
Arpc2,0,0,2.05947916407687,0,0,0,1.28631509473561,0,0,0.847627047826274,0,0,0,0.94251648567012,0,0,0,0,0.562845823267234,0.949733246159925,0,0,0,1.20977349635043,0,1.60510615377061,0.836008190019352,0,0,0.347578326191202,0.708117989940533,0,0.982786421807155,1.2323450385599,0
Ass1,0,0,2.05947916407687,2.20686399786032,0.396967683990452,1.8177359585948,0,1.7169773677694,0,0,0,1.54304662643745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0
Atf3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901699025212186,0,0,0,0,0,1.9541820721823,0,0,0,0,0,0,0,1.23454137090883,2.26933719625764,0.792580842630944,1.15173537311336,0,1.77417771300915,0,0
Atf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp1a1,0.958854692753115,0,0,0,0,0.902841767503925,0,0,2.45621023349519,0,2.13403331879798,0.645207496596582,1.00871228841134,0,1.23564265298963,2.08949590003042,0.742980285668659,0,0,0.712474400816359,1.39206470174645,0,0,0,1.2019286186772,0,0,0,2.13773439420495,0.792580842630944,0,1.28685715703844,0,0,0
Atp1b1,1.14637763739025,0.2735281017448,0,0,0.382939667240691,0.975343409519771,0,1.25241570236837,2.12941120841907,0,2.13279292227777,1.01232536025062,1.44923820511886,0.393338166866317,2.1992147377183,2.16030914005924,1.55968644876144,0,0,1.38499368399747,2.34198338543322,0,0,0,2.43252397302722,0,0,0,1.44691562886115,0.581143841094196,0,1.62091927957614,0,0,1.82324378247598
Atp6ap1,0,0,0,0,0,0,0,0,0,0,0,0,1.11146531759435,0,0,0,0.637910683591602,0,0,0,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0
Atp6ap2,0,0,0,0,0,0,0,0,0,0,0,0,1.00871228841134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v0b,0,0,0,0,0,0,0,0,0,0,0,0,1.24789579207102,0,0,0,1.07961647997425,0,0,0,0,0,0,0,0,0,0,0,0,0.792580842630944,0,0,0,0,0
Atp6v0d2,0,0,0,0,0,0,0,0,0,0,0,0,1.03005016200987,0,0,0,0.982332846322751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v0e,0,0,0,0,0,0,0,0,0.787540291126411,0,0,0,1.44923820511886,0,0,1.05471556174713,1.30330139293421,0,0,0,0.879454875064453,0,0,0,0.717458081173285,0,0,0,0,0,0,0,0,0,0
Atp6v1a,0,0,0,0,0.503282625304365,0,0,0,0,0,0,0,2.2125559414172,0,0,0.864544958634845,2.08306599021063,0,0,0,1.28986894296236,0,0,0,1.15179501581967,0,0,0,0,1.50866188270941,0,0,0,0,0.708349673845115
Atp6v1b1,0,0,0,0,0,0,0,0,0,0,0,0,1.18805918035896,0,0,0,1.39931575562218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v1c2,0,0,0,0,0,0,0,0,0,0,0,0,1.10532940858543,0,0,0,0.848640649040314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v1e1,0,0.875812240080924,0,0,0,0,0,0,0,0,0,0,1.31577458770971,0,0,0,1.36936358013988,0,0,0,0,0,0,0,0,0,0,0,0,0.757296135213056,0,0,0,0,0
Atp6v1g3,0,0,0,0,0,0,0,0,0,0,0,0,3.21056115823949,0,0,0,2.77625497207304,0,0,0,0,0,0,0,0,0,0,0,0,0.792580842630944,0,0,0,0,1.92188750378854
Atpif1,1.08987251878486,2.04663196212368,2.87513441203688,1.78107022938125,2.26933719625764,0.846623581097764,0,1.23564265298963,0.603303717030273,0,0,1.32850566218885,0.833797334945737,0,1.48343998766074,0,0.832828381409625,0,0,0.915768890916634,0,0,1.41008733431757,0,0.996811602531819,1.1631659369104,0,0,0,1.549876977844,0,1.02705124990406,0,0,0
AW112010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2m,0,1.49330020207664,0,0,0,1.00085718809742,3.08306546049546,0,0,2.86742213975816,0,0.812056242481866,0,1.86649751556164,1.25241570236837,0,0,2.33126252284443,2.26933719625764,1.27412047937209,0,2.63346828356791,2.77654035224996,2.81735378952068,0.694325623859428,2.53998737557305,2.39934242140282,1.95981349604696,0,0.347578326191202,3.51226720886683,0.782391548273937,1.89552108033798,2.433971498295,0.764482633670386
BC026585,0,1.29943318807911,0,0,0.600059612508503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bcam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bdh2,0,0,0,0.928155635273754,0,0,0,0,0,0,0,0,0,0,0.971554600275167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898764032480346,0,0,0,0,0.764482633670386
Bhlhe40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912092533250475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blnk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868383395635968,0,0,0,0,0,0,0,0,0,0
Bphl,0,0.701576287497586,0,0.978036866109858,1.14512460586635,0,0,0.458358622615046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0
Bst2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08695944635169,1.15078606350057,0,0,0,0,0,0,0,0.971332679980814,0,0,0,0,0,0.764482633670386
C1qa,0,0,0,0,0,0,0,0,0,1.49495745141177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qb,0,0,0,0,0,0,0,0,0,1.63390932759442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qc,0,0.2735281017448,0,0,0,0,0,0,0,1.12576238158029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14606410912104,0,0,0,1.0492152040026,0,0,0,0,0,0,0,0,0,0,0,0
Calb1,0,0,0,0,0,0,0,0,1.2378514801016,0,0,0,0,0,0,2.70368887240487,0,0,0,0,1.55379532566088,0,0,0,0.871016276698657,0,0,0,0,0.792580842630944,0,0,0,0,0
Calm1,0.91797439822521,1.49330020207664,1.36970598548404,1.10079346789168,1.08818298075294,0.659018043362658,2.30357309180606,0.977361693039702,0.332960781775579,1.74680551222649,0.942940441803741,0,1.04609893838595,1.54304662643745,1.38078803237678,0.685585832838234,1.25927116996663,0.987584622960104,1.42711883399616,2.68123929796878,1.14983839942156,1.48181035629834,1.54127096526083,2.56094350848989,2.03888506261218,2.61016057389668,1.56166734732778,1.11500374765767,1.21719949098442,0.347578326191202,2.57349130676136,0,1.70248489873425,1.57115385570285,0
Calml4,0,1.49330020207664,0,1.07510817310456,1.51858692339288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Car12,0,0,0,0,0,0,0,0,0,0,0,0,1.52087991910738,0,0,0,0.739943428899751,0,0,0,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,1.29358893673838
Car2,0,0,2.87513441203688,0,0,0,0,0,0,0,0,0,1.54899795805212,0,0,0,1.61697399721111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cat,0,1.29943318807911,1.36970598548404,1.02667893830795,0,0,0,0,0,0,0,0.710909770120042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cbr1,0,0.503369562345662,0,0.989656429384952,1.75977755930254,0,0,0.718704280622532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02705124990406,0,0,0
Ccl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764482633670386
Ccl4,0,0,0,0,0,0,0,0,0,1.40065324078376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32338174577049,0,0,0,0,0,0,0,0
Ccl6,0,0,0,0,0,0,1.19583634713274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47694471163372,0
Ccl7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccnl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd24a,0,0,0,0,0,0,0,0,0,0,0.87460628158047,0,0,0.69116347604168,0.785386566902035,0,0,0,0,2.64156188208546,1.19520522677085,0,0,0,1.60573345923142,1.00454685395872,0,0,1.43314752673045,0,0,1.07486147434639,0,0,0
Cd47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0.764482633670386
Cd52,0,0.503369562345662,0,0,0,0,1.19049747519229,0,0,1.15078606350057,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39206470174645,0,1.77193876656682,0,0,0,0,0,0,0,1.38781279738624,0
Cd53,0,0,0,0,0,0,1.17505615337135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd59a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd63,1.22961124405052,0,0,0.922738258778382,1.7169773677694,2.15366693728208,0,1.85080479186958,1.15459322019741,0.338030507215273,1.52983712592341,2.32356082661374,1.00871228841134,0.868223412755641,1.38078803237678,0.923935210382471,0.851412020084794,0,1.5965672326709,1.76915085680955,2.03430043049261,0,2.27686146794711,0,2.46558247450855,0,0.638345792383851,1.53949976616388,1.9241376433749,2.38136300215163,0.953059299062995,1.28685715703844,1.65124780267296,1.2323450385599,0
Cd68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd74,0,1.41688397005606,1.36970598548404,0,0,0,2.00447501971099,0,0,5.2192134957296,0,0,0,0,0,0,0,2.75646822430797,0,0,0,1.25468872419293,1.60233800759493,5.28749670405991,0,4.63503428854178,0,0,0,0,1.21719949098442,0,0,1.2323450385599,0.708349673845115
Cd81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0
Cd82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433073549762372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45782386340897,0,0,0,0,0,0,0,0,0,0,0
Cd9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29593782803077,0,0,0,0,0,0,0,0,0,0,1.46536173923447,0,0,0,0,0.792580842630944,0,0,0,1.30330139293421,0
Cda,0,0,0,0.9758508014393,0.705693463562221,0,0,0.648968209022107,0,0,0,0.68591138956185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0
Cdh16,0,0,1.36970598548404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769816328562737,0,0,0,0.753624700741717,0,0,0,0,0,0,0.782391548273937,0,0,0
Cdkn1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295749403994265,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06832778822024,0
Cebpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90918070232029,0,0,0,0,0,0,0
Cela1,0,0,0,0.989656429384952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581143841094196,0,0,0,0,0
Chka,0,0,1.36970598548404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980918326479969,0,0,0,0,0,0,1.02705124990406,0,0,0
Cisd1,0,1.52548865458844,0,1.19520615978114,1.34457526728079,0,0,0.798937737031141,0,0,0,0.884360594213227,0,0,0.433073549762372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581143841094196,0,1.6598967716114,0,0,0.708349673845115
Ckb,0,0,1.36970598548404,0,0,0,0,0,0,0,0.785828160120895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424316482196603,0,0,0,0,0,1.28685715703844,0,0,0.708349673845115
Ckmt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clcnkb,0,0,0,0,0,0,0,0,0,0,0,0,0.939814788256776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792580842630944,0,0,0,0,1.4728323075155
Cldn10,0,0.503369562345662,0,0,0,0,0,0,0,0,1.23035837366642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cldn16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cldn4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54304662643745,0,0,0,0,0,1.97572910227237,0.93548420853018,0,0,0,2.62425764822598,0,0,0,0,1.16108355651821,0,0,0,0,0
Cldn7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861164392295367,0,0,0,0,1.24793459826783,0,0,0,0,0,0,0,0,0,0
Cldn8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clic1,0,0.2735281017448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29961961048249,0,0,0,0,0.634742889221065,0.449144322132885,0,0,0,0,0,0,1.0890270636492,0,0
Clk1,0,0,0,0,0,0,0,0.461547629046273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clu,0,0,0,0,0,0,0,0,1.55923141431746,0,0,0,0,1.5908419856324,0,2.71252737830277,0,0,0,0,2.42722776911039,0,0,0,2.90330373708617,0,0,0,1.54661140806698,0,0,0,1.33108357177483,0,1.12723289492019
Cmbl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col1a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90400361452647,0,0,0,0,0,0,0
Col1a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52030596226578,0,0,0,0,0,0,0,0,2.38126956829972,0,0,0,0,0,0,0
Col3a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40390345742201,0,0,0,0,0,0,0,0,1.60040932098296,0,0,0,0,0,0,0
Coro1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cotl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crip1,0,0,0,0,0,0,0.403060639274509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4093567720209,0,1.47384214370033,0,0,0,0,0,0,0,0,0.764482633670386
Crip2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764482633670386
Cryab,0,0,0,0,0.39503781982691,0,0,0,0,0,0,0,0,0,2.77978463113758,0,1.00802702750911,0,1.64610612568884,4.15307873298713,0,0,2.09597723680036,0,0,0,0,1.24564879813313,0,0,0,0,2.10848237043177,0,0
Cryz,0,0,0,0.535312101985324,0.500172966767178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csrp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07322023010508,0,0
Cst3,0,0.2735281017448,0,0,0,0,1.57051812191103,0,0,2.19789110685448,0.839224888987412,0,1.27202008430166,0,0,0,0,0,1.00085718809742,0,0.593191096326292,0,0,2.55425008785198,1.08495310627217,4.62295859277103,0,1.90400361452647,0.785386566902035,0,1.34677884114728,0,0,0,0.764482633670386
Ctla2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782391548273937,0,0,0
Ctsb,0,1.49330020207664,1.36970598548404,0,0,0.952419843739465,2.32067591073809,0,0,1.3441354792089,0,0,0.875141087729026,1.02258683402354,0,0,0,0,0.920944833748764,0,0,0,0,0.857797994663942,0,0,0,1.01450616300202,0.695491541034202,1.14015916882215,0,0,1.07322023010508,1.30330139293421,0.708349673845115
Ctsc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsd,0,1.49330020207664,0,0,0,0,0,0,0,0,0,0,0.889878018412354,0.728880576925537,0,0,0,0,0,0,0,0,0.665079036619075,0,1.18962167666583,0,0,0,0.878372323927033,0,0,1.02705124990406,0,0,0.764482633670386
Ctsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868223412755641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0
Ctsl,0,0.2735281017448,0,0,0.758447009578662,1.75243961570851,0.329059286904705,2.22868521078594,0,0,0,1.32979328038408,1.40789809331274,0.728880576925537,1.10098991635953,0,1.14357749412371,0,2.60347377217975,1.78286056775135,0,0,1.49205988531702,0,0,0,0,2.35438305729251,0.841642675348359,0.757296135213056,0,0,3.40472673526429,0.989655926776904,1.4728323075155
Ctss,0,0,0,0,0,0,1.47005503038626,0,0,1.47775324142662,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28745831478753,0,0,0,0,0,0,0,0,0,0,0
Cxcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39064428787743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78433464109196,0,0,0,1.0890270636492,0,0
